title,link,search_term,note,top_note,heart_note,base_note
"愛妮❤️Abercrombie & Fitch A&F 真我 女性淡香精30ml/ 100ml/ 【TESTER】$825 - $1,190已售出 56高雄市路竹區找相似",https://shopee.tw/愛妮❤️Abercrombie-Fitch-A-F-真我-女性淡香精30ml-100ml-【TESTER】-i.48341460.3548878623?sp_atk=d96d8337-2c42-462d-9a7a-e1981229d4b5&xptdk=d96d8337-2c42-462d-9a7a-e1981229d4b5,Abercrombie & Fitch,,前味:柑橘、梨子、紅醋栗,中味:杏桃、蒼蘭、鈴蘭、木蘭,後味:雪松、檀香、麝香、黃葵籽、CASHMERAN
"蝦皮優選【原廠公司貨】Abercrombie & Fitch A&F 真我夜色男性淡香水$850 - $1,250已售出 3桃園市中壢區找相似",https://shopee.tw/【原廠公司貨】Abercrombie-Fitch-A-F-真我夜色男性淡香水-i.24820891.11339706745?sp_atk=5e5d08f6-b25b-4666-8a30-6d88d16f8453&xptdk=5e5d08f6-b25b-4666-8a30-6d88d16f8453,Abercrombie & Fitch,,前味:蘋果、大黃、蓮花,中味:薰衣草、香草,後味:橡木苔、皮革、零陵香豆
(法意公司貨）Abercrombie & Fitch AF 湛藍男性淡香水 50ml$980已售出 1新北市五股區找相似,https://shopee.tw/(法意公司貨）Abercrombie-Fitch-AF-湛藍男性淡香水-50ml-i.4386253.1245031752?sp_atk=04e72230-7f0a-40b7-b687-de6440ddcd38&xptdk=04e72230-7f0a-40b7-b687-de6440ddcd38,Abercrombie & Fitch,,前味:佛手柑、蘋果、荳蔻,中味:迷迭香、薰衣草、胡椒,後味:專利配方AMBERTONICTM、檀香、東加豆
"Abercrombie & Fitch FIERCE 肌肉男噴式淡香水 100ml$1,580彰化縣鹿港鎮找相似",https://shopee.tw/Abercrombie-Fitch-FIERCE-肌肉男噴式淡香水-100ml-i.14768258.180160244?sp_atk=805aeb34-5c80-4a99-a3e5-d66511de1ad2&xptdk=805aeb34-5c80-4a99-a3e5-d66511de1ad2,Abercrombie & Fitch,,前味:橙、檸檬、樅樹脂、佩蒂特糧食、小荳蔻,中味:迷迭香、茉莉、百合、玫瑰,後味:麝香、橡苔、香根草、巴西紅木
Abercrombie & Fitch A&F Authentic 真我 女性 淡香精 香水 淡香水 30ML 情人節$950臺北市中山區找相似,https://shopee.tw/Abercrombie-Fitch-A-F-Authentic-真我-女性-淡香精-香水-淡香水-30ML-情人節-i.6353272.3915484120?sp_atk=06678379-0829-4544-b03b-781f7b600b29&xptdk=06678379-0829-4544-b03b-781f7b600b29,Abercrombie & Fitch,,前味:柑橘、梨子、紅醋栗,中味:杏桃、蒼蘭、鈴蘭、木蘭,後味:雪松、檀香、麝香、黃葵籽、CASHMERAN®
【艾莉❤美妝小鋪】Abercrombie & Fitch A&F 真我夜色男性淡香水15ml 397-287$399已售出 2臺北市中正區找相似,https://shopee.tw/【艾莉❤美妝小鋪】Abercrombie-Fitch-A-F-真我夜色男性淡香水15ml-397-287-i.2298919.5158190023?sp_atk=d03df310-573b-4975-8742-75b9458f6d14&xptdk=d03df310-573b-4975-8742-75b9458f6d14,Abercrombie & Fitch,香調:東方薰苔香調,前味:新鮮脆蘋果、大黃、蓮花創造充滿活力的前調。,"中味:揉合經典的薰衣草及香草,交織出溫暖草本香氣。","後味:橡木苔、皮革、東加香豆,留下鮮明有活力的後味。"
Abercrombie & Fitch A&F Authentic 真我 女性 淡香精 香水 淡香水 30ML 情人節$950臺北市中山區找相似,https://shopee.tw/Abercrombie-Fitch-A-F-Authentic-真我-女性-淡香精-香水-淡香水-30ML-情人節-i.6353272.3915484120?sp_atk=aa9c80a3-4f19-4211-a6db-28cd744685c7&xptdk=aa9c80a3-4f19-4211-a6db-28cd744685c7,Abercrombie & Fitch,,前味:柑橘、梨子、紅醋栗,中味:杏桃、蒼蘭、鈴蘭、木蘭,後味:雪松、檀香、麝香、黃葵籽、CASHMERAN®
【艾莉❤美妝小鋪】Abercrombie & Fitch A&F 真我夜色男性淡香水15ml 397-287$399已售出 2臺北市中正區找相似,https://shopee.tw/【艾莉❤美妝小鋪】Abercrombie-Fitch-A-F-真我夜色男性淡香水15ml-397-287-i.2298919.5158190023?sp_atk=54f254c0-13d2-4a11-ac22-b1ef86baaf36&xptdk=54f254c0-13d2-4a11-ac22-b1ef86baaf36,Abercrombie & Fitch,香調:東方薰苔香調,前味:新鮮脆蘋果、大黃、蓮花創造充滿活力的前調。,"中味:揉合經典的薰衣草及香草,交織出溫暖草本香氣。","後味:橡木苔、皮革、東加香豆,留下鮮明有活力的後味。"
"Abercrombie & Fitch A&F 湛藍男性淡香水 100ml$1,480新北市汐止區找相似",https://shopee.tw/Abercrombie-Fitch-A-F-湛藍男性淡香水-100ml-i.5705268.10577145585?sp_atk=710a2d44-c47c-4c1f-9af3-9d6432ad545e&xptdk=710a2d44-c47c-4c1f-9af3-9d6432ad545e,Abercrombie & Fitch,,前調:蘋果、佛手柑,中調:迷迭香、薰衣草、胡椒,後調:東加豆、檀香、專利配方
"蝦皮優選附發票 Abercrombie & Fitch A&F 真我夜色 男性淡香水 30ML 50ml 100ml$769 - $1,349已售出 1新北市新莊區找相似",https://shopee.tw/附發票-Abercrombie-Fitch-A-F-真我夜色-男性淡香水-30ML-50ml-100ml-i.362777.5376253262?sp_atk=d9375093-c8de-4862-8286-3da10cb18bcb&xptdk=d9375093-c8de-4862-8286-3da10cb18bcb,Abercrombie & Fitch,商品規格分類蝦皮購物美妝保健香水、香氛精油、試管小香與其他品牌Abercrombie&Fitch香水濃度EDT、淡香水商品數量30出貨地新北市新莊區商品詳情香調:東方薰苔香調,前味:新鮮脆蘋果、大黃、蓮花創造充滿活力的前調。,"中味:揉合經典的薰衣草及香草,交織出溫暖草本香氣。","後味:橡木苔、皮革、東加香豆,留下鮮明有活力的後味。"
"Abercrombie & Fitch AF A&F 湛藍男性淡香水 100ml◐香水綁馬尾◐$1,300已售出 2臺北市大同區找相似",https://shopee.tw/Abercrombie-Fitch-AF-A-F-湛藍男性淡香水-100ml◐香水綁馬尾◐-i.2002627.1276051046?sp_atk=e480f3c4-84e3-4009-bd9e-e805f21d8d87&xptdk=e480f3c4-84e3-4009-bd9e-e805f21d8d87,Abercrombie & Fitch,,前調:佛手柑、蘋果、荳蔻,中調:迷迭香、薰衣草、胡椒,後調:專利配方AMBERTONIC、檀香、東加豆
"疫情期間一律免運送 口四卓 1片/台灣製Abercrombie&Fitch A&FAuthentic真我淡香50ml禮盒$1,280已售出 1新北市中和區找相似",https://shopee.tw/疫情期間一律免運送-口四卓-1片-台灣製Abercrombie-Fitch-A-FAuthentic真我淡香50ml禮盒-i.384894572.5279691419?sp_atk=b5502492-38dd-4185-afb2-09f9fe15b13c&xptdk=b5502492-38dd-4185-afb2-09f9fe15b13c,Abercrombie & Fitch,香調:柑橘木質調,前味:葡萄柚、佛手柑、黑胡椒,中味:鼠尾草、生薑油、紫羅蘭葉、薰衣草,後味:LEARWOODR、AMBROXR、白苔
"usa~購物趣~【 Abercrombie & Fitch 】AF全新品男生經典款FIERC店香/香水/古龍水~30ml$1,800高雄市鳳山區找相似",https://shopee.tw/usa~購物趣~【-Abercrombie-Fitch-】AF全新品男生經典款FIERC店香-香水-古龍水~30ml-i.15111987.17937213181?sp_atk=0ef5dcac-d08a-4507-a63b-ca72457290a0&xptdk=0ef5dcac-d08a-4507-a63b-ca72457290a0,Abercrombie & Fitch,香調:清新柑苔調,前味:香橙、西西里島檸檬、樅木樹脂、小荳蔻,中味:山谷百合、玫瑰、迷迭香、茉莉,後味:香根草、巴西珍木、麝香、橡苔
"ABERCROMBIE & FITCH 同名經典男性淡香水$990 - $1,690高雄市鳳山區找相似",https://shopee.tw/ABERCROMBIE-FITCH-同名經典男性淡香水-i.16682734.9262631383?sp_atk=19a17c5c-5462-472c-acd2-e69947959c82&xptdk=19a17c5c-5462-472c-acd2-e69947959c82,Abercrombie & Fitch,,前味:琴酒、雞尾酒、奇瓦諾果,中味:紫羅蘭、胡椒,後味:雪松、琥珀、檀香
"◆NANA◆ Abercrombie & Fitch A&F 真我女性淡香精 15ml 30ml  50ml 100m$760 - $1,250已售出 1臺北市大同區找相似",https://shopee.tw/◆NANA◆-Abercrombie-Fitch-A-F-真我女性淡香精-15ml-30ml-50ml-100m-i.357737.6412477447?sp_atk=120126dd-7c71-4e75-9ed6-f2eb617612f7&xptdk=120126dd-7c71-4e75-9ed6-f2eb617612f7,Abercrombie & Fitch,,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌Abercrombie&Fitch性別女性質地噴霧商品數量19出貨地臺北市大同區商品詳情前味:柑橘、梨子、紅醋栗,中味:杏桃、蒼蘭、鈴蘭、木蘭,後味:雪松、檀香、麝香、黃葵籽、CASHMERAN®
"(嘻哈姐弟) Abercrombie & Fitch  A&F 真我男性淡香水100ml  (現貨 中文標)$1,499臺北市信義區找相似",https://shopee.tw/(嘻哈姐弟)-Abercrombie-Fitch-A-F-真我男性淡香水100ml-(現貨-中文標)-i.39188503.12726310465?sp_atk=2226c34b-a35e-4f5f-86f9-f5ad64c7ca7f&xptdk=2226c34b-a35e-4f5f-86f9-f5ad64c7ca7f,Abercrombie & Fitch,,前味:葡萄柚、佛手柑、黑胡椒,中味:鼠尾草、生薑油、紫羅蘭葉、薰衣草,後味:LEARWOO、AMBROX、白苔、絨
"3.2折廣告【買一送一】🔆香水 Cha-nel 香-奈兒 粉/綠/黃邂逅 邂逅香水 BLEU 蔚藍男士 粉紅甜蜜 淡香水 男香 女香滿額折$802 件 9.8折$899 - $1,759已售出 3新竹市北區找相似",https://shopee.tw/【買一送一】🔆香水-Cha-nel-香-奈兒-粉-綠-黃邂逅-邂逅香水-BLEU-蔚藍男士-粉紅甜蜜-淡香水-男香-女香-i.2751930.21403737071?sp_atk=6b117f51-8def-4e33-acda-065eceaee982&xptdk=6b117f51-8def-4e33-acda-065eceaee982,Abercrombie & Fitch,🎀黃邂逅濃香香調:花香西普調前調:粉紅胡椒中調:茉莉鳶尾花後調:廣藿香香草麝香屬性:女香,💙蔚藍香精前調:檸檬、皮香檸檬、薄荷、艾蒿中調:薰草、老鸛、綠葉、菠蘿後調:雪松、檀香木、龍塑劇、零陵香豆,🎀粉紅甜蜜/粉邂逅淡香前調..葡萄柚、木梨中調:茉莉、風信子後調:麝香、鳶尾花、雪松,🎀綠色氣息/綠邂逅前調..檸檬、雪松中調..粉紅胡椒、鳳眼蘭、茉莉後調:柚木、鳶尾花、琥珀、廣藿香、香草根
"廣告專櫃正品（免運+發票）Miss 甜心小姐 Blooming Bouque花漾甜心 女性淡香水 100ml2 件 9.5折$970 - $1,100已售出 35桃園市大園區找相似",https://shopee.tw/專櫃正品（免運-發票）Miss-甜心小姐-Blooming-Bouque花漾甜心-女性淡香水-100ml-i.36430610.16145103956?sp_atk=0354997f-8a4c-470f-b71a-3605862a0fc8&xptdk=0354997f-8a4c-470f-b71a-3605862a0fc8,Abercrombie & Fitch,,前調:黑醋栗佛手柑桃子,中調:天竺葵鈴蘭小蒼蘭,後調:檀香麝香琥珀
"Abercrombie & Fitch 肌肉男男性古龍水 100ml【愛美麗福利社】$3,880臺北市大安區找相似",https://shopee.tw/Abercrombie-Fitch-肌肉男男性古龍水-100ml【愛美麗福利社】-i.288689158.10642340581?sp_atk=ce3a3392-564f-450c-a867-513d199efdf5&xptdk=ce3a3392-564f-450c-a867-513d199efdf5,Abercrombie & Fitch,,前味:香橙、西西里島檸檬、樅木樹脂、小荳蔻,中味:山谷百合、玫瑰、迷迭香、茉莉,後味:香根草、巴西珍木、麝香、橡苔
Abercrombie&Fitch A&F 真我男性淡香水/真我女性 香水15ml / 30ml$499 - $899已售出 21高雄市鳳山區找相似,https://shopee.tw/Abercrombie-Fitch-A-F-真我男性淡香水-真我女性-香水15ml-30ml-i.2931430.4374256321?sp_atk=27b1e01c-5313-4e4f-9040-3079b91a7679&xptdk=27b1e01c-5313-4e4f-9040-3079b91a7679,Abercrombie & Fitch,香調:東方花香調,前味:柑橘、梨子、紅醋栗,中味:杏桃、蒼蘭、鈴蘭、木蘭,後味:雪松、檀香、麝香、黃葵籽、CASHMERAN®
蝦皮優選Abercrombie & Fitch A&F 愛芙趣 真我女性淡香精 30ML 黑皮TIME 66531$988高雄市苓雅區找相似,https://shopee.tw/Abercrombie-Fitch-A-F-愛芙趣-真我女性淡香精-30ML-黑皮TIME-66531-i.8179145.3806557506?sp_atk=b029b07f-e3ba-4a93-9c02-493fe19da3ec&xptdk=b029b07f-e3ba-4a93-9c02-493fe19da3ec,Abercrombie & Fitch,,前調:柑橘、梨子、紅醋栗,中調:杏桃、蒼蘭、木蘭、鈴蘭,後調:雪松、檀香、CASHMERAN®、麝香、黃葵籽
"Abercrombie&Fitch真我男性淡香水50mlVivo薇朵滿額折$20$1,280已售出 1臺北市大安區找相似",https://shopee.tw/Abercrombie-Fitch真我男性淡香水50mlVivo薇朵-i.22056733.2360785431?sp_atk=89bb39e2-ff42-4521-a8d2-616a3ba2aef5&xptdk=89bb39e2-ff42-4521-a8d2-616a3ba2aef5,Abercrombie & Fitch,,前味:葡萄柚、佛手柑、黑胡椒,中味:鼠尾草、生薑油、紫羅蘭葉、薰衣草,後味:CLEARWOOD®、AMBROX®、白苔、絨
蝦皮優選☆MOMO小屋☆ Abercrombie & Fitch Authentic 真我 男性淡香水 15ml 噴式$420已售出 6臺北市萬華區找相似,https://shopee.tw/☆MOMO小屋☆-Abercrombie-Fitch-Authentic-真我-男性淡香水-15ml-噴式-i.2919063.2616987352?sp_atk=e703c37c-21d6-46b0-b954-6d56c725f2fa&xptdk=e703c37c-21d6-46b0-b954-6d56c725f2fa,Abercrombie & Fitch,香調:木質調、柑橘調,前味:葡萄柚、佛手柑、粉紅胡椒,中味:薰衣草、鼠尾草、生薑、紫羅蘭葉,後味:LEARWOOD®、AMBROX®、白苔、絨
"5折【期限2021/11/30】Abercrombie & Fitch 同名經典女性淡香水50ml -【BUY MORE】$1,230$615已售出 1新北市汐止區找相似",https://shopee.tw/【期限2021-11-30】Abercrombie-Fitch-同名經典女性淡香水50ml-【BUY-MORE】-i.106946489.1717724324?sp_atk=158b2f93-92a0-416f-8455-e4a9d4df00e3&xptdk=158b2f93-92a0-416f-8455-e4a9d4df00e3,Abercrombie & Fitch,香調:花香調,前調:木蘭、葡萄柚、百香果,中調:橙花、蝴蝶蘭、荷花,後調:琥珀、東加豆、麝香
"集魅力與自信於一身💖A&F天生無懼女性淡香精100ML$1,650高雄市左營區找相似",https://shopee.tw/集魅力與自信於一身💖A-F天生無懼女性淡香精100ML-i.192290655.5992749780?sp_atk=2c80a391-c7b0-4823-a03b-edbdc6846fd5&xptdk=2c80a391-c7b0-4823-a03b-edbdc6846fd5,Abercrombie & Fitch,,-前調:仙人掌水、甜龍舌蘭、太陽花,中調:橙花水、雞蛋花、椰子,後調:檀香木、香根草、苔癬
"波妮香水♥ Abercrombie & Fitch A&F 同名經典 男性淡香水 30ml / 50ml / 100ml$1,550新北市新店區找相似",https://shopee.tw/波妮香水♥-Abercrombie-Fitch-A-F-同名經典-男性淡香水-30ml-50ml-100ml-i.81930378.1428272887?sp_atk=19e459e7-ad6a-406c-b981-a81b7c006da7&xptdk=19e459e7-ad6a-406c-b981-a81b7c006da7,Abercrombie & Fitch,商品規格分類蝦皮購物美妝保健香水、香氛香水、香精品牌Abercrombie&Fitch性別男性香水濃度EDT、淡香水質地噴霧商品數量50出貨地新北市新店區商品詳情香調:柑橘苔蘚調,前味:琴酒、雞尾酒、奇瓦諾果,中味:紫羅蘭、胡椒,後味:雪松、琥珀、檀香
"波妮香水♥ Abercrombie&Fitch 遇見 男性淡香水 100ml$1,299新北市新店區找相似",https://shopee.tw/波妮香水♥-Abercrombie-Fitch-遇見-男性淡香水-100ml-i.81930378.9610869209?sp_atk=53c4429c-2b12-4559-9bde-f9fc9578c49b&xptdk=53c4429c-2b12-4559-9bde-f9fc9578c49b,Abercrombie & Fitch,,商品規格分類蝦皮購物美妝保健香水、香氛精油、試管小香與其他品牌Abercrombie&Fitch性別男性香水濃度EDT、淡香水商品數量20出貨地新北市新店區商品詳情前調:葡萄柚、鳳梨葉、小荳蔻、青蘋果,中調:薰衣草、橙花,後調:雪松、檀香、麝香
"◆NANA◆ Abercrombie & Fitch  A&F同名經典 男性淡香水 禮盒 (淡香水50ml+沐浴膠200$1,380臺北市大同區找相似",https://shopee.tw/◆NANA◆-Abercrombie-Fitch-A-F同名經典-男性淡香水-禮盒-(淡香水50ml-沐浴膠200-i.357737.5796632811?sp_atk=1a163c80-f62f-41ff-8222-318916bbb555&xptdk=1a163c80-f62f-41ff-8222-318916bbb555,Abercrombie & Fitch,商品規格分類蝦皮購物美妝保養香水、香氛品牌Abercrombie&Fitch性別男性香水濃度EDT、淡香水質地噴霧商品數量10出貨地臺北市大同區商品詳情香調:柑苔調,前味:琴酒、雞尾酒、奇瓦諾果,中味:紫羅蘭、胡椒,後味:雪松、琥珀、檀香
